INDEX,UTC,AIRMASS,FILTER,TELFOCUS,HUMIDITY,TEMPERATURE,RA,DEC,ALT,AZ,GAMMA_X,FWHM_X,ERR_X,GAMMA_Y,FWHM_Y,ERR_Y,ALPHA,PHI,NSOURCES,DX,DY
20230726_1107,2023-07-26T21:15:53.255000,1.24443,B,13924,21.4,17.1,14 03 43.08,+54 18 38.8,53.430093943811144,325.1187450966767,9.999999999999874,10.822828995673621,2.9083093287534343,7.3376755402251375,8.157495385003184,2.9148569923384198,2.6742361785855544,0.11107789111751962,19,0.0,0.0
20230726_1108,2023-07-26T21:17:12.521000,1.24714,V,13900,21.4,17.1,14 03 42.08,+54 18 33.7,53.2616089784725,324.950510476434,8.87007095287023,8.243211759472473,0.6858221583780306,9.183679935812432,8.13633394681576,1.1829295076515614,3.7595556311170326,0.09824065441562871,43,0.0,0.0
20230726_1109,2023-07-26T21:18:32.907000,1.24988,R,13900,21.2,17.1,14 03 43.08,+54 18 33.7,53.09354465581956,324.78874435077046,8.948401376917428,7.5041952975830855,0.2782867714862052,9.999999999984,8.026979652752868,0.2134789838507114,4.22215249768094,-0.06429489739353798,53,0.0,0.0
20230726_1110,2023-07-26T21:19:55.319000,1.25275,I,13900,21.2,17.1,14 03 43.08,+54 18 33.8,52.918367729058915,324.62357757144696,8.592889320123215,7.911409278766166,0.8292610851027362,8.850109767719768,7.932640754762374,0.4159436605347695,3.5147609838156737,-0.11228369202185672,42,0.0,0.0
20230726_1111,2023-07-26T21:21:37.621000,1.25637,B,13900,21.1,17.1,14 03 43.08,+54 18 33.7,52.69996095549085,324.4222767683813,8.51250847613856,7.0761042562869,0.7421038665175148,8.345730417670616,6.981515354150478,0.6309397542496225,4.609086373025489,0.016399843207334577,34,0.0,0.0
20230726_1112,2023-07-26T21:22:58.057000,1.25926,V,13900,21.1,17.1,14 03 43.08,+54 18 33.7,52.52747721344406,324.26697431855314,9.232712962315569,7.576394671285695,0.9844021297942529,9.118595145793563,7.412413092892076,1.1660103691455852,4.322870280236298,0.07011626172923642,39,0.0,0.0
20230726_1113,2023-07-26T21:24:20.041000,1.26224,R,13900,21.1,17.1,14 03 43.08,+54 18 35.7,52.35074727893263,324.11212242052636,8.842913468934128,7.146591305021278,0.288531435730361,9.12466777936558,7.523398019625535,0.3115119353889808,4.395688369649568,0.1847834495796638,44,0.0,0.0
20230726_1114,2023-07-26T21:25:39.763000,1.26517,I,13900,21.1,17.1,14 03 43.08,+54 18 35.7,52.17852060988283,323.96329327288197,7.878264200469389,6.459828157859422,0.9595197966434448,7.930927177903511,6.490220322636386,0.7513176864748115,4.680978295185947,0.0681835678052384,55,0.0,0.0
20230726_1115,2023-07-26T21:34:46.549000,1.09961,R,13900,20.0,17.3,16 27 16.59,+04 06 22.8,65.39838181752317,190.56332175702642,7.442395056469069,6.347330966270276,0.39971222434513365,7.2874064533847465,6.123579033151676,0.47307823339577837,4.128645431660861,0.05581058067906224,163,0.0,0.0
20230726_1116,2023-07-26T21:40:01.763000,1.10176,R,13900,19.8,17.3,16 27 16.59,+04 06 22.8,65.15511164545502,193.65036927867624,7.40656746208087,6.268259004349348,0.32439979133342245,7.276681671185507,6.237088126153671,0.3874004862262055,4.114217252472857,0.09093675442581849,174,0.20499242196082104,0.018671046015469983
20230726_1117,2023-07-26T21:45:17.404000,1.10448,R,13900,19.8,17.3,16 27 16.59,+04 06 23.8,64.85154675699144,196.67974610846701,6.895791758519927,6.0058791553960456,0.36153763500908287,6.611833795937652,5.894173759134681,0.3410533700825207,3.892083988668886,0.06222330622202353,109,0.19612358943671074,0.01650128357098879
20230726_1118,2023-07-26T21:50:32.534000,1.10777,R,13900,19.2,17.3,16 27 16.59,+04 06 23.8,64.49023293042485,199.63148946485038,6.544641016281216,6.0982977911755905,0.34656245978587386,6.728322034029409,6.249080105543635,0.49771198231219405,3.486272157021347,-0.614109241951473,121,0.11309907454229233,0.12081301244402858
20230726_1119,2023-07-26T21:55:47.775000,1.11164,R,13900,18.8,17.4,16 27 17.59,+04 06 23.8,64.07469098676944,202.4939397926579,7.505651260139573,6.464283771703221,0.8033768122510638,7.340831206183106,6.077208798982407,0.47522469967999115,3.865938335819345,0.10488182713139425,93,0.18874672563748526,0.044313822714278334
20230726_1120,2023-07-26T22:01:02.919000,1.11613,R,13900,18.8,17.4,16 27 16.59,+04 06 24.8,63.603860784155216,205.28533948639486,7.266097546807228,6.279627058548036,0.8828808879945953,7.23224736790578,5.926024979951727,0.5543083723638276,4.30949348034909,-0.01732535983699173,94,0.12892489619235403,0.0031592921937344727
20230726_1121,2023-07-26T22:06:18.549000,1.12120,R,13900,18.3,17.4,16 27 17.59,+04 06 24.8,63.085016465873665,207.96996675125683,6.913783175104207,5.77507306078259,0.5935287338885047,6.747858621686788,5.482810855168088,0.647845449373718,4.483670305547015,0.06591169058362148,108,0.34234990193629894,0.09281465177264078
