INDEX,UTC,AIRMASS,FILTER,TELFOCUS,HUMIDITY,TEMPERATURE,RA,DEC,ALT,AZ,GAMMA_X,FWHM_X,ERR_X,GAMMA_Y,FWHM_Y,ERR_Y,ALPHA,PHI,NSOURCES,DX,DY
20230118_1060,2023-01-19T02:37:42.756000,1.58115,R,39940,28.1,2.8,11 02 43.35,-16 23 25.1,39.16001825552751,148.74243825547654,8.668928403396723,9.825743051400563,1.812087897652514,9.999999999999972,10.42886380518582,2.456633470885521,2.6985551394839375,0.059603339918060716,126,0.0,0.0
20230118_1061,2023-01-19T02:41:58.502000,1.56525,I,39940,28.1,2.8,11 02 44.35,-16 23 24.1,39.63836522875451,149.90894618272605,9.71337246665893,9.927235537844124,2.283594073068837,9.99999999999961,9.994700638385583,2.71589763670477,2.8237414518812374,0.14546089444134389,111,-0.19986171523513463,-0.027162687873094456
20230118_1063,2023-01-19T02:54:29.882000,1.52376,R,39940,25.9,2.4,11 02 44.35,-16 23 24.1,40.94979779485987,153.46122531546928,9.288415304876512,8.966339813818246,1.4933388265866485,9.999999999945956,9.029688154776451,2.1300871872329408,3.2820729304189773,0.09104997167608431,146,-0.029362070884957122,0.11434880428340558
20230118_1064,2023-01-19T03:01:08.203000,1.50485,I,39940,29.6,2.3,11 02 45.35,-16 23 25.1,41.5803786833988,155.4054135812946,9.561653200896544,9.582017529638737,1.7435537212191736,9.999999998176822,9.430545745241865,2.1345566444025525,2.99859280766887,0.10170194430791041,96,-0.21912313672344066,0.12493721522969235
20230118_1065,2023-01-19T03:09:42.527000,1.48325,I,39940,30.6,2.0,11 02 45.35,-16 23 26.1,42.328744479969515,157.98669517375313,9.391319053242121,9.85246169503301,1.8072865999520449,9.999999999999995,9.94362931185459,3.2079792649338232,2.792825184280091,0.12199925597640279,125,-0.12491299086073014,-0.009642864781931621
20230118_1066,2023-01-19T03:19:35.357000,1.46213,I,39940,28.3,2.0,11 02 46.35,-16 23 27.1,43.09059608182031,161.04214147191138,9.572848081145443,10.099075696099133,1.6884810999895485,9.999999999999941,10.373487954599959,3.22098413564982,2.656561001517981,0.09510558231912983,113,-0.04363124042682626,0.011547531968571547
20230118_1067,2023-01-19T03:28:54.115000,1.44560,I,39940,25.0,2.4,11 02 45.35,-16 23 25.1,43.70960069080374,164.00844876676373,9.85358272585513,10.911930546221388,2.023848286906297,9.99999995145727,10.781228088810508,3.7543568443838016,2.3608225063738653,0.07493317511976805,126,0.040384276336735414,-0.09126495415526574
20230118_1068,2023-01-19T03:37:20.963000,1.43339,I,39940,26.9,2.5,11 02 45.35,-16 23 26.1,44.18003685416216,166.75168413032088,9.99999999999792,9.129756502634233,1.5905065336651383,9.603554685750765,9.02662385425093,2.6526726512026597,3.214934361500189,0.24241135824934046,137,0.1371196435739048,0.05228692685757506
20230118_1069,2023-01-19T03:44:16.291000,1.42524,I,39940,28.7,2.3,11 02 45.35,-16 23 25.1,44.500800624203,169.03431743896937,7.578830818853998,8.710303154559679,2.159232633339906,9.999999999999993,10.683728930084879,7.082432809080512,2.5711576141254424,0.12216459030485548,175,0.4006328578068515,-0.05378275061076693
20230118_1070,2023-01-19T03:51:11.328000,1.41856,I,39940,29.4,2.2,11 02 54.34,-16 22 42.0,44.767873576984854,171.28931186782728,9.999999999999975,9.765060636116225,0.6675319071175032,7.871888634107869,8.140246117269626,3.1325565186204845,3.0440125618625924,0.05414284198171813,94,0.30148713284552925,-0.47793150695047554
20230118_1071,2023-01-19T03:58:07.030000,1.41354,I,39940,31.1,2.0,11 02 56.34,-16 22 31.0,44.970897366696356,173.61025561362788,9.834788823273842,8.9925235412248,1.0796258163571029,8.622973982452706,8.093368064236135,2.6774503800273344,3.399169486909373,0.06224151259926145,105,0.0,0.0
20230118_1072,2023-01-19T04:05:01.928000,1.41010,I,39940,27.6,2.1,11 02 57.34,-16 22 25.0,45.111116338282876,175.94853605941583,8.864088021299267,8.384924276156749,0.7729982409203906,9.659890051324984,8.701662167928916,2.2976266299915835,3.4352172098339118,0.04071179392483028,108,-0.7564105165895407,0.02157824197655191
20230118_1073,2023-01-19T04:11:57.192000,1.40824,I,39940,27.4,2.0,11 02 58.34,-16 22 24.0,45.187866404532976,178.29925742386868,9.313461379903032,8.373639789733947,0.6432751255278593,9.464614164678084,8.240158222916719,2.2036378107626664,3.588258648443507,0.09143196861738433,109,-0.4489729188437218,0.019845882079765034
20230118_1074,2023-01-19T04:18:53.408000,1.40788,I,39940,28.1,1.8,11 02 58.34,-16 22 21.0,45.20253280477744,180.66538650169005,9.089513499995588,8.747238160225098,0.86989790841149,9.999999999999558,9.076021972673194,2.1177138321910185,3.3555879359359633,0.3592679819182812,101,-0.4936013414733625,0.06593634845207522
20230118_1075,2023-01-19T04:25:48.864000,1.40908,I,39940,39.2,1.0,11 02 58.34,-16 22 20.0,45.15358194799957,183.02556071070123,9.402928170665222,9.31518445289367,0.7034216865450134,9.999999999992756,9.344820464822583,1.8852448723206408,3.095959768034067,0.004211066214895005,103,-0.4444854290893661,-0.05222611663508997
20230118_1076,2023-01-19T04:32:43.954000,1.41182,I,39940,38.2,1.1,11 02 58.34,-16 22 20.0,45.041708141707176,185.37601664032806,9.205041112377941,9.34144176005763,0.8374789315982927,9.999999999999757,9.507855363895303,2.0676324603422014,3.032812557870391,-0.18282046149114528,97,-0.6702212375775403,-0.10730189979338661
20230118_1077,2023-01-19T04:39:38.887000,1.41608,I,39940,37.1,1.3,11 02 59.34,-16 22 19.0,44.8684850402686,187.70659432794616,9.186583549777183,10.017558070127727,1.0911766562532108,9.999999999999838,10.366452422565652,1.7174213155221967,2.6615668998971183,-0.15246582083303037,81,-0.40774021834583435,-0.041753617976626176
20230118_1078,2023-01-19T04:46:33.717000,1.42193,I,39940,37.4,1.6,11 02 59.34,-16 22 18.0,44.63355453980552,190.02325454259602,9.058513434739291,9.885238218514004,0.6807556305109124,9.999999999999993,10.69838747209608,1.6956930380700594,2.6723942790610167,0.01716384367684424,83,-0.5382531663822617,0.03158043070184749
